content,rating,type,publishedDate,tokenization,text,sequence_num,status,origin
只想賺錢 非常商業化的營區夜衝第一天 搭帳時 下起一點雨於是我們想說趁著雨沒下大前趕緊搭好帳篷好不容易搭好都下釘了此時有位工作人員來說雨棚區的客人 客訴我們影響到他們草皮的使用但當初我們是以包帳的方式 包下那區到了現場 我們才發現我們包帳跟營區的包帳想法有出入，這都算了 規定我們搭帳範圍不能超過哪我們當時因為他們這樣規定我們離雨棚區至少有三公尺的距離也沒有影響到他們的動線然後因為有人打給營主 我們就要拆掉再移還說等下營主會來看 我們也想等營主來看是否沒有雨棚區說的那麼誇張但雨越下越大 我們根本不知道要等多久營主才回來 只好移帳 大雨中 好不容易搭好了但心情整個不好了 本來因為疫情升溫 我們也擔心 問營區能否取消或展延他們表示 不行 這也就算了比我們早到的朋友說 他們一到 帳都還沒搭他們就先來收錢了 露了這麼多次沒露過這麼令人傻眼又感覺不好的營區總之 我超不推 再網美也不推雨棚區那的草皮如果是要給雨棚區客人使用 就不要為了賺錢再收帳了拜託我們也是搭的很擠好嗎！,1,2,2022/05/08,,只想賺錢商業化營區夜衝第一天搭帳時一點雨想說著雨沒下大前趕緊搭帳篷好不容易搭好釘有位工作人員雨棚區的客人客訴影響草皮當初包帳方式包下那區現場發現包帳營區包帳想法出入這都算了搭帳超過因為雨棚區至少公尺距離影響動線因為有人打給營主拆掉再移還說下營主會想營主雨棚區說誇張但雨越越多久營主才回來只好移帳大雨中好不容易搭好心情不好本來因為疫情升溫擔心問營區取消展延不行這也早到朋友說一到帳都還沒搭先來收錢露沒露過令人傻眼感覺不好營區我超推網美推雨棚區那草皮要給雨棚區客人為賺錢收帳拜託搭很擠,855,-1,1
很多自然景點與步道與原住民風味的營地，很可惜這次沒有吃到老闆的風味餐，但是有小導遊陪我們玩。小米酒冰沙超好喝！謝謝老闆借我們很多鍋碗瓢盆！ …,5,2,2020/05/07,,自然景點步道原住民風味營地可惜吃老闆風味餐導遊陪玩小米酒冰沙超好喝謝謝老闆鍋碗瓢盆,856,1,1
很舒服安靜，適合家族旅遊，服務品質好，用心經營的旅宿。,5,2,2024/02/07,,舒服安靜適合家族旅遊服務品質用心經營旅宿,857,1,1
來這玩記得帶泳衣、泳帽風景很好。野餐區帳篷旁就有四人份桌椅四張,3,2,2023/05/08,,這玩記得泳衣泳帽風景野餐區帳篷旁四人份桌椅四張,858,0,1
第一次體驗自己騎沙灘車 很好玩教練幽默風趣 也很仔細的教學沿途也會讓我們停留拍照,5,2,2023/05/08,,第一次體驗騎沙灘車好玩教練幽默風趣仔細教學沿途停留拍照,859,1,1
IG搜尋：aaforfun   抽免費住宿卷喔~~~蟬說：夕陽漫漫就在台中著名的高美濕地旁邊，二樓是高美濕地遊客服務中心，在這裡就可以看到高美景觀橋以及前陣子和廖老大打龜號一起紅起來的風車大道，這邊的夕陽、日出和星空夜景也是頂級的，同時這也是台中市政府「海線雙星」濱海區域亮點計劃的重點之一，要買伴手禮旁邊也有百年老店一福堂高美店，隔天退了房還可以去正牌米糕莊吃，要玩的話也有清水紫雲巖、牛罵頭遺址、鰲峰山運動公園、臺中市港區藝術中心，在夕陽漫漫落腳是不錯的選擇，接下就讓我們看看不一樣的高美濕地吧!,5,2,2023/05/08,,IG搜尋aaforfun抽免費住宿卷喔蟬說夕陽漫漫台中著名高美濕旁邊二樓高美濕遊客服務中心高美景觀橋前陣子廖打龜號紅風車大道夕陽日出星空夜景頂級這也台中市政府海線雙星濱海區域亮點計劃重點買伴手禮旁邊百年老店一福堂高美店隔天退房還正牌米糕莊吃玩清水紫雲巖牛罵頭遺址鰲峰山運動公園臺中市港區藝術中心夕陽漫漫落腳不錯選擇接下就讓高美濕,860,1,1
體驗活動很多，大人小孩喜歡！房間很舒適，生啤無限暢飲,5,2,2023/09/07,,體驗活動大人小孩喜歡房間舒適生啤無限暢飲,861,1,1
搜尋靠近台北的露營車Glamping，發現了這家朋趣。很適合親子同行，露營車的種類很多，其實就是旅館的概念，不需要自己搭帳棚，又能體驗露營車樂趣，還算評價。很推!!!,5,2,2024/01/07,,搜尋靠近台北露營車Glamping發現這家朋趣適合親子同行露營車種類旅館概念搭帳棚體驗露營車樂趣算評價推,862,1,1
服務態度優，晚餐的烤肉大餐有龍蝦、、牛肉、豬肉、干貝、魚應有盡有，風景&空氣品質好，只可惜戶外用餐蒼蠅飛飛，想體驗戶外烤肉露營️可以來。帳篷備有毛巾、牙刷、浴室廁所乾淨，但建議自備手電筒，半夜起床上廁所可能有點黑。,5,2,2023/09/07,,服務態度優晚餐烤肉大餐龍蝦牛肉豬肉干貝魚應有盡有風景空氣品質可惜戶外用餐蒼蠅飛飛想體驗戶外烤肉露營️帳篷備有毛巾牙刷浴室廁所乾淨建議自備手電筒半夜起床廁所黑,863,1,1
蠻有特色的住宿，但是手機訊號就真的很無言，夏天去比較適合，小孩有小水池可以玩,3,2,2021/05/09,,特色住宿手機訊號真的無言夏天適合小孩水池玩,864,0,1
我們飛機飛到屋頂一直搞破壞 也沒對我們生氣 泡麵哥哥人真的很好 舒服哥也是 請我們喝咖啡真想來ㄧ露再露 可以訂今年冬天的房間了嗎 …,5,2,2023/05/07,,飛機飛屋頂搞破壞生氣泡麵哥哥真的舒服哥請喝咖啡真想來ㄧ露再露訂今年冬天房間,865,1,1
櫻花季 超美！食物好好吃 下午手作編織吊飾也很好看！有紀念價值,5,2,2024/03/08,,櫻花季超美食物好吃下午手作編織吊飾好看紀念價值,866,1,1
如畫一般的美景，映入眼簾，忘卻平日繁雜的城市喧囂，完全的將肩上重擔放下，十分愜意，盼此景能常伴左右。拍攝設備：iphone12,5,2,2022/05/07,,如畫美景映入眼簾忘卻平日繁雜城市喧囂的將肩上重擔放下愜意盼此景能常伴拍攝設備iphone12,867,1,1
山上空氣很好 豪華晚餐很好吃水上船屋室內地板+空調都有暖氣很舒服,5,2,2024-02-27T15:35:19+08:00,,山上空氣豪華晚餐好吃水上船屋室內地板空調暖氣舒服,868,1,1
很失望～1-新竹沒有像南部地區一樣.新年有舉辦活動節目！2-覺得帳篷根本沒在打掃.入住時女兒跟我說麻麻那邊有拖鞋..我往床底一看..（沒有很進去）裡面有一雙拖鞋就算了..還有一大包嬰兒用過的尿布..3-燈具旁邊地板也厚厚一疊灰塵..帳篷裡面也很暗..詢問能否能試著在提供點亮度..想說上面區的那麼亮.為什麼這邊那麼暗....服務人員回答：因為這邊是新帳..我心裡想..新帳不是應該比舊帳好嗎？怎麼比新帳還要暗.還要髒呢…️4-帳篷拉鍊會自己脫落…請服務人員過來時.他們說要從另一邊（魔鬼沾那邊出入.）一區一個說法.真不知道要聽誰的！5-找服務人員時～可能他們在打牌還玩遊戲吧.有個女生.態度還真是像欠她錢似的..態度很差..6-很不幸運的剛好遇上冷氣團.那晚天氣下降到0度..結果暖氣機一度一直跳掉…溝通到後面園區才拿出小小台暖氣機上來給我們使用….很瞎️還有一些很讓人覺得無言的…懶的再打了…結論就是不會再有下一次了…,1,2,2023/05/08,,失望新竹南部地區新年舉辦活動節目帳篷打掃入住時女兒說麻麻拖鞋我往床底一看一雙拖鞋大包嬰兒用過尿布燈具旁邊地板厚厚一疊灰塵帳篷很暗詢問能試著提供點亮度想說區的亮為暗服務人員回答因為新帳我心裡想新帳比舊帳好比新帳暗髒️帳篷拉鍊脫落請服務人員來時說另一邊魔鬼沾出入一區說法真不知道聽找服務人員時打牌玩遊戲有個女生態度欠錢態度很差幸運遇上冷氣團那晚天氣下降度暖氣機一度跳掉溝通園區拿出小小台暖氣機瞎️無言懶結論,869,-1,1
小黑蚊爆多！想要餵蚊子可以來此營區，而且不太能接受你表達真實的心情跟想法我不是要求要退費，只是一個想要好好陪小孩露營的爸爸，看到小孩子躲在帳篷裏面，心裏面不捨而已！,1,2,2023/06/07,,小黑蚊爆多想要蚊子營區不太能接受表達真實心情想法退費想要好好陪小孩露營爸爸小孩子躲帳篷裏面心裏面捨,870,-1,1
早餐momo 阿姨服務員慶鳳服務員志強製作餐點用心服務好餐點豐盛好吃,5,2,2022/05/07,,早餐momo阿姨服務員慶鳳服務員志強製作餐點用心服務餐點豐盛好吃,871,1,1
這次與好友一起來跨年，環境維護得很不錯，設備也蠻新的，尤其是阿仁的服務更是熱情到位，非常感謝阿仁！,5,2,2024/01/08,,好友跨年環境維護不錯設備新阿仁服務更是熱情到位非常感謝阿仁,872,1,1
五星級衛浴設備，都是免治馬桶，冷凍冷藏冰箱都有，也有飲食水機，小孩玩的泳池、沙坑都有，新開放的探索區、秘境區也美美的，但是靠馬路車聲、晚上外面的狗叫聲有些擾人，低海拔超級熱，小黑蚊超級多，被咬到爆，超癢，建議包區的交誼廳要裝置冷氣！,5,2,2020/05/08,,五星級衛浴設備免治馬桶冷凍冷藏冰箱飲食水機小孩玩泳池沙坑新開放探索區秘境區美美馬路車聲晚上外面狗叫聲擾人低海拔超級熱小黑蚊超級咬爆超癢建議包區交誼廳裝置冷氣,873,1,1
秘境區根本不秘境，區域動線規劃不ok!秘境區變動物觀賞區！包區包假的一樣不會有下一次了,2,2,2022/05/08,,秘境區秘境區域動線規劃ok秘境區變動物觀賞區包區包假有下,874,-1,1
浴室和廁所乾淨，日景和夜景很美，但蚊子和蟬爆多，一定要帶防蚊液或蚊香，早上會被蟬叫醒,3,2,2020/05/07,,浴室廁所乾淨日景夜景美蚊子和蟬爆多帶防蚊液蚊香早上被蟬叫醒,875,0,1
帳篷滿簡約的，整體下來覺得CP值不高，食材也不需要加價購。店家服務良好，給人很棒的感受。,4,2,2024/04/30,,帳篷簡約整體CP值不高食材加價購店家服務給人很棒感受,876,1,1
很乾淨很不錯唯一缺點就是廁所比較遠，不然我會給5顆星,4,2,2024-04-25 10:49:16,,乾淨不錯唯一缺點廁所較遠我會顆星,877,1,1
現場人員無法有效管制喝酒的客人，放任讓他們一直吵鬧到凌晨至少3點，晚上也沒值班的人可以去處理，很讓人失望,2,2,2023-06-23 23:06:09,,現場人員管制喝酒客人放任吵鬧凌晨至少點晚上值班失望,878,-1,1
很棒的地方、套餐精緻很好吃景觀非常的震撼、有一種錯覺這是私人的地方嗎？就在進入貓鼻頭公園收費站前面20公尺。有了這個地方我還需要進入貓鼻頭公園嗎？ …,5,2,2022/05/06,,很棒地方套餐精緻好吃景觀震撼一種錯覺這是私人地方貓鼻頭公園收費站20公尺地方我還貓鼻頭公園,879,1,1
設備很齊全的露營區！提供很多佈置，還可以拔新鮮的菜，風景也很優美，超級讚 …,5,2,2023/05/07,,設備齊全露營區提供佈置拔新鮮菜風景優美超級讚,880,1,1
環境很好很美，喜歡這家的服務，老闆人也很好。,5,2,2023/09/07,,環境美喜歡這家服務老闆,881,1,1
環境優美服務周到員工和善行程充實不緊湊沒有地方可以買東西吃，但他們會讓你吃得很飽讓你了解什麼叫酒足飯飽,5,2,2024/03/07,,環境優美服務周到員工和善行程充實緊湊地方買東西吃吃很飽酒足飯飽,882,1,1
1、上廁所很麻煩！帶著卡片到遊客中心公廁，女廁的門卡進去刷一次出來也要刷一次，而且廁所空間很小。2、帳篷風聲非常大，如果下雨的話，雨聲很像在鐵皮屋裡一樣很吵，根本睡不好。3、入住遊客少沒有夜間導覽，然後吃完晚餐後就不知道要幹嘛了...沒有任何活動只能睡覺。4、晚餐的料理很普通，早餐還可以。5、冰箱要到遊客中心使用公用冰箱，滿麻煩的。6、停車場的地方沒有可以拖行李的坡道，而且樓梯很陡。這是我第一次的帳篷體驗，感覺滿差的！,3,2,2024/02/08,,廁所麻煩帶著卡片遊客中心公廁女廁門卡刷刷廁所空間很小帳篷風聲下雨雨聲鐵皮屋裡吵睡不好入住遊客少夜間導覽吃完晚餐幹嘛活動只能睡覺晚餐料理早餐冰箱遊客中心公用冰箱麻煩停車場地方拖行李坡道樓梯陡這是第一次帳篷體驗感覺滿差,883,0,1
"算不上奢華，但內部環境還可以，營區沒有Wi-Fi，就是單純放鬆的地方，有夜間的生態導覽，很建議報名參加。有其專屬的浴廁間，用磁卡感應進入使用，內有身障浴室，但卻又另外鎖上無法使用。露營區又分有三個小區，用磁卡開柵欄出入，但是各營區皆有用屏障物圍起來，景觀視野受阻，挺可惜的，如果把分區圍籬改用其他與大自然不違的選材會更棒，營區內若能有些景觀燈，視覺上會更好。有提供早、晚餐，另有午間小點心，菜色種類雖不多，但味道還不錯，公共區域也有飲料的自動販賣機。臨近馬路的營區；挺吵的，會有車輛來往的聲音，一大早6點左右，旁邊的廟宇又是廣播，又是咚咚繈，有點吵，不好睡，或許選擇營區中間的區域的帳蓬會好點。我們兩個人入住，網上平台訂房$5,200，就整體而言，夕陽漫漫；CP值是有的。",5,2,2023/10/08,,算不上奢華內部環境營區WiFi放鬆地方夜間生態導覽建議報名參加專屬浴廁間磁卡感應內有身障浴室鎖上露營區又分三個小區磁卡開柵欄出入營區皆有用屏障物圍起來景觀視野受阻挺可惜分區圍籬改用大自然不違選材棒營區內若能景觀燈視覺更好提供早晚餐另有午間小點心菜色種類雖不多味道不錯公共區域飲料自動販賣機臨近馬路營區挺吵車輛來往聲音一大早點旁邊廟宇廣播咚咚繈吵不好睡選擇營區區域帳蓬好點兩個入住網上平台訂房200整體而言夕陽漫漫CP值,884,1,1
