content,label,rating,type,publishedDate,tokenization,sequence_num,status,origin,origin_label
女生淋浴間只有5間  廁所很遠  熱水寫供應到12點 結果同行友人11點多去已經洗了冷水  洗澡時因為是柴燒所以水溫無法穩定   連轉到最冷的地方都還有可能超燙  女生吹風機只有一台  營地區域設置空間偏小  帳篷跟帳篷之間超近==   規定上沒有寫不能打麻將 卻跑來告知打麻將會影響小孩不佳觀感  要我們把帳篷圍布拉上 飲水機只有一台 時不時水就不夠用  完全不推,負向,1,1,2023/5/8,,347,-1,1,負向
他是離市區並不遠最清幽的露營場沒有過多的商業老闆娘很親切很多東西都是自己種的所以都是很自然的喔,正向,5,1,2022/5/7,,348,1,1,正向
整體環境很不錯但缺水問題一定要解決沒水洗澡煮飯洗菜鍋碗瓢盆連沖馬桶都沒辦法,負向,5,1,2023/5/7,,349,1,1,正向
此營區優點有2個1. 老闆親切2. 景觀不錯^_^但缺點有3個、1. 連假～往營區因為旁邊是恩愛農場路非常小且路線需12分鐘必須不斷會車很花時間2. 營區非常小，沒有活動空間3. 電壓及水溫很不穩，只要人多要花很多時間等待！很不便^_^,負向,4,1,2023/7/8,,350,1,1,正向
美麗的山嵐，適合露營的好天氣，營地環境優美，飄飄河、沙坑、生態池只要孩子能放電的好，洗澡熱水不穩小缺點，營主很用心辦活動，度過歡樂的萬聖節,正向,4,1,2022/5/8,,351,1,1,正向
真的很棒～。1-交通是族人們共同打造的，雖不比柏油路佳，但行駛在路上心中總是很感動，感謝族人們的付出2-景觀真的很美，是我覺得連相機都拍不出的美，有種國外瑞士的感覺3-設施簡約，但我覺得有總比沒有好4-浴廁簡約，但我覺得有總比沒有好5-基本上沒有人會在那服務，但該有的熱水、電都有在規定時間供應,正向,5,1,2021/10/11,,352,1,1,正向
景超美！露營體驗很好~~~營主非常熱情！好喜歡這個空間！,正向,5,1,2021/5/7,,353,1,1,正向
乾淨、安靜營主很用心經營的營區推薦大家來體驗,正向,5,1,2023/8/7,,354,1,1,正向
森林系營位，夏天超涼爽，衛浴超大，單間約1.3坪，水壓穩，也不會有忽冷忽熱的問題,正向,5,1,2020/5/6,,355,1,1,正向
露營區腹地小 沒有其他設施 附近採買不方便 也沒什麼景點 要去奮起湖跟阿里山也有點距離 除非沒辦法 不然不建議這個點,負向,3,1,2020/5/7,,356,0,1,中立
景色還不錯未開放的G區可看到龜山島、蘭陽平原夜景晚上若關燈有滿天星空，有機會看到銀河滑草區讓小孩超開心中間草皮很適合遊戲，玩沙有遮陽、玩水也在旁邊，但是水池邊緣頗高沒有可上下處，需注意天氣涼爽管理員人很好、熱心廁所衛浴打掃的很乾淨ab區離浴廁較遠營區若帳數多衛浴會不夠，冷熱水不好控制，有提供水桶沒小黑蚊但這次確遇到很多蒼蠅,中立,3,1,2020/5/7,,357,0,1,中立
營區小而美，環境乾淨優雅，營主全家人親切熱情；水池、沙坑、遊樂器材都是小孩的天堂，但是有個大自然缺陷，蟬聲繚繞影響休息時刻,正向,5,1,2021/5/7,,358,1,1,正向
環境優美 小孩可以撈魚 營主都有再管秩序10點後大家都安安靜靜適合帶小孩,正向,5,1,2022/5/8,,359,1,1,正向
景色是好，面積廣…營主好商量。但從巨木群登山口到營區還有一段距離，上山路面又被載高麗菜車壓的凹凸不平。建議路面還沒修好前，車子底盤太低的不要進入，以免發生輪胎卡住問題。廁所很乾淨…有在整理,中立,4,1,2022/7/18,,360,1,1,正向
營主年輕有為，管主強幽默風趣替客戶著想，服務週到，讓人會想再次來，營區無敵美景讓人心醉,正向,5,1,2023/9/7,,361,1,1,正向
"非常不親子,不會再回露的營區。１．一抵達馬桶不通營主就說是我們弄的,孩子上完廁所，就要大人去看，說弄很亂結果只是孩子掉了一顆未拆封的糖及剩沒幾張被風吹落的衛生紙袋子，先入為主，覺得孩子會捣亂．非常不親子，更別說採果了!一直被監視的感覺!!２．營地放４帳其實很擠,孩子沒有什麼活動空間，一直說跳電是我們用高耗電電器,明明就只用二條燈條,只要使用吹風機,廁所就跳電摸，只能頂著冷風去營本部吹３．營主自行修改營區規範，與露營平台上&營區告示不符,連續假日為12:00離場,10點多就一直趕，熱水並沒有24hr供應,熱水晚上10點不到就等著要拔熱水器電池及關瓦斯，中午進場浴室也鎖著，對於有小小孩要用熱水洗屁股的我們非常不友善．",負向,1,1,2023/1/12,,362,-1,1,負向
第一次露營到那麼不爽環境很差  規劃很差被排在最下面營位的客人離衛浴超級遠==冰箱也只有一台 而且還很破 也沒在整理 很臭根本沒位子冰東西草地感覺也沒在照顧  有很多坑洞還有很多螞蟻 小黑蚊  反正超不推 不要來,負向,1,1,2023/11/7,,363,-1,1,負向
環境不錯，浴廁乾淨，只是沒路燈有點暗，住的地方離營本部有點遠，沒有飲水機，需要走到營本部，很不方便,中立,3,1,2018/5/7,,364,0,1,中立
營主貼心，預訂當天會告知天氣。。環境悠閒涼爽，乾淨衛生。。設備齊全：水電、冰箱、衛生紙、吹風機。沐浴乳、洗髮精要自備。。。,正向,5,1,2023/5/8,,365,1,1,正向
好營區，未來可能會很難訂到。1、交通：很便利。晚上還可看到很多跑車在阿里山公路上競速。算是額外的收穫。2、環境 : 沒有蚊子，超棒的。               衛浴超級乾淨，加分。               比較美中不足的是冰箱在營主的家，需要走大約25m的小小坡，               營主也好心提供機車給大家期，很熱心。               建議可以在衛浴旁增設冰箱比較方便。 營主說日後旁便會修建旅遊中心，會有超商 星巴克屆時這裡便利度會上升到另一個境界但隨之而來的可能就沒那麼寧靜了結論 是喜歡小型 安靜營區者的不錯選擇,正向,5,1,2022/6/27,,366,1,1,正向
只給五顆星，是因為只有五顆星！！！太親切舒服的好地方了！處處可以感受到老闆娘的用心跟好意，廁所非常的乾淨！適合露營新手，之後有人問我推薦，我一定第一個推薦這裡,正向,5,1,2023/6/8,,367,1,1,正向
衛浴很乾凈，風景很漂亮。入口不太明顯，當天開過頭，看導航的要留意上山的入口標示。風景很漂亮，衛浴很乾凈，熱水充足，讓首露的家人留下好印象，營區各先進美麗的帳蓬，也讓我老婆核准了升級的預算。非常推薦。,正向,5,1,2020/1/20,,368,1,1,正向
整體來說非常棒!。不知道  是不是因為廚餘桶的關係營位還蠻多蟑螂的，希望廚餘這部分是否統一集中處理。,正向,5,1,2021/11/24,,369,1,1,正向
主要是便宜、小黑蚊超多、設施都沒很到位。,負向,3,1,2024/4/24,,370,0,1,中立
倒霉和營主的朋友在同一區露營（上）。很倒霉和營主的朋友在同一區露營營主人真的很好、很客氣，但是最後一天我們在收東西，營主的員工也跟我們一起收東西，把我們的洗碗精和菜瓜布收到垃圾桶，一開始問員工還直接先否認沒有拿，直到我們找營主要，員工才去垃圾回收桶撿洗碗精回來給我們，大家露營收東西已經很忙，又還沒離開場地，員工就跟在後面收！有時候會比較晚收並不代表不要。我們有一條延長線差點不見，不知道被收去哪裡，問員工都說沒有拿，我們真的找不到，只能請營主幫忙找，才在營主的朋友露營共用空間找到。還好是當場知道什麼東西沒收到，如果不知道或忘記，不就被拿走了⋯⋯,負向,1,1,2023/5/15,,371,-1,1,負向
營主夫婦很親切空氣很好，浴廁很乾淨！控土窯給小朋友很難得的經驗，也幫大人找回兒時回憶！很值得再來！,正向,5,1,2020/5/8,,372,1,1,正向
感謝營地管理員，耐心等待我們上山，和每一次借延長線,正向,5,1,2019/1/29,,373,1,1,正向
好營主 好營區。很棒的露營區 ！之前看評價說小黑蚊很多，實際露了三天2夜 還帶著小朋友 完全沒有這問題。營區的草坪 維護ㄉ很好 小朋友跑跳都很安全。加上包區梯田式營區 不用害怕吵到別人 很讚的理念！營主夫妻 也很隨和友善 值得大家來露營喔！,正向,5,1,2020/10/5,,374,1,1,正向
營區不大，但是設備俱足。有沙坑及溜滑梯，非常適合有學齡前兒童的家庭露營。(僅需擔心孩子玩沙太開心，替換衣服不夠的問題)全日熱水供應，尚有盥洗室、廁所、脫水機以及冰箱。期待櫻花盛開時再上山享受這無法言喻的美景。,正向,5,1,2016/5/7,,375,1,1,正向
溫馨舒服乾淨的營地。建議洗手台能放置椅凳，方便孩子自行洗手運用，謝謝！,正向,4,1,2018/5/6,,376,1,1,正向
平日來一帳包場，享受大自然的白噪音剛好遇到連日的豪大雨感謝營主貼心 幫我換營位到水廁旁邊，讓我很有安全感這營地朝南，雖下著超大豪雨，但無風非常的放鬆營主還熱情的帶我去看螢火蟲，小星點閃爍 超自然對了！廁所浴室很乾淨，還有紗網隔離昆蟲，不用怕有蟲偷看你洗澡,正向,5,1,2024/4/30,,377,1,1,正向
風光明媚，假日放鬆的好去處 。一家老小一鍋暖湯為將來…添回憶滿滿；三五好友一杯小酒話當年…有星星陪著。,正向,5,1,2020/5/7,,378,1,1,正向
規畫一格一格的像停車場！設備還可以。,中立,3,1,2018/5/8,,379,0,1,中立
營地分為A和B兩區，會先抵達B區後右轉到A區。此次是位於A區的草地營地。旁邊的水溝是用來灌溉用的，水很清澈且流動，很期待春夏的蝌蚪和螢火蟲。營地靜謚，是一個放鬆的好環境，旁邊有種瓜溪，夏天可以去溪邊玩水。離營區不到500公尺，就有玉門關瀑布可以溯溪，是個不錯的生態營區。營主人還不錯，有事打給營主都會很快來處理。有冷凍和冷藏冰箱。下午還會有騎士，騎著越野車來賣把哺。本次是228連假，所以營地帳篷滿位，空間還算可以，但衛浴嚴重不足。預估24帳，但只有四間衛浴，稍嫌不足。草皮不是很密，因此揚塵的情形很嚴重。遇到下雨可能會有泥濘現像。,中立,4,1,2023/5/7,,380,1,1,正向
風景優美，基礎設施普通，路開的太小了，斜坡陡，開的心驚膽跳，真的不愧祕境二字。,正向,4,1,2023/11/7,,381,1,1,正向
除了他是沒有景色的營地之外，其餘設備與環境都還可以,中立,4,1,2023/12/8,,382,1,1,正向
"老闆勤於巡視場地/柴燒熱水, 並與露友互動, 草皮厚實, 衛浴乾淨; 建議浴室的燈分成 2個開關, 在開關處留個小燈, 這樣能省電又可以減少光害",正向,5,1,2018/5/7,,383,1,1,正向
不優質的露營區老闆娘說的很清楚，廁所門口也張貼（衛生紙丟進馬桶）馬桶阻塞最後成了我們的問題一個晚上無數次的跳電，找營主幫忙變成是我們找麻煩之後還演變營主兒子拿刀威脅我們，最後我們只要求一個道歉，換來（我兒子只有拿刀沒有揮舞）的藉口。親生經歷，供大家參考，請三思,負向,1,1,2022/5/8,,384,-1,1,負向
營主都不管露客的，半夜還有人在打麻將，大聲聊天大聲嬉鬧，洗澡完全沒熱水。孩子洗澡完全沒熱水，孩子自己咬牙洗完澡，跟大人說，我們趕緊跟營主反映，營主後有來換瓦斯，結果還是沒熱水，無法使用，營主什麼關心的話都沒有說，跟營主說孩子洗冷水澡，營主直接當沒聽到！另一間洗到一半沒熱水，也是持續等了10幾分鐘換瓦斯，就這樣，孩子星期日晚上就發燒了！想請問營主不用巡一下有沒有瓦斯這件事嗎，晚上溫度低，都要等人洗完冷水再通知，也不太對吧！還有營主都不管露客的，半夜2點有一區人在打麻將，另外一區大聲聊天大聲嬉鬧，感覺真的很差！,負向,3,1,2024/4/23,,385,0,1,中立
蠻棒的體驗，下大雷雨也沒有積水的問題廁所算乾淨的，有提供沐浴乳及洗髮精，冰箱也蠻大的唯一美中不足就是收訊不太穩，可以連Wi-Fi,正向,5,1,2023/9/9,,386,1,1,正向
乾淨，營主人很好，有求必應。。晚上天氣好可以很清楚看到星星。離奮起湖、阿里山都不算太遠。附近也有很多露營地。,正向,4,1,2018/2/26,,387,1,1,正向
營區雖小，五臟俱全廁所很乾淨，營主的親和力更是令人感心，孩子也很喜歡營主及營主阿嬤那天忘了很多要帶的東西，營主也很大方的提供營狗樂樂也如營主一家的個性很溫和感謝營主一家的熱情,正向,5,1,2024/2/7,,388,1,1,正向
超級Nice的營主夫妻，很舒服的營地，值得下次再訪,正向,5,1,2022/5/8,,389,1,1,正向
親近大自然的營地，孩子野放的天堂。有名的山泉水飄飄河，無論如何最少都要來嘗試一次的。,正向,5,1,2023/5/8,,390,1,1,正向
"環境優美的露營地,。1.這次4/4~4/5 兩天一夜的露營,選擇有雨遮的,同天只有5帳,所以空間非常大.2 如果19 帳全滿 (7帳有雨遮/12帳草皮), 小孩就沒有草皮可以玩了.3.天氣不錯, 旁邊有小溪可以抓蝦.4.有魚池可以釣魚,場地2小時100百,租魚竿100百,釣起的魚,吳郭魚100/斤,烏鰡80/斤,前一天有個露友釣到3條烏鰡,8條吳郭魚.很容易釣.(我女兒也釣到一條吳郭魚,逃走一隻烏鰡)5.回家前買了個放山雞,800百,不錯吃.6.夏天有游泳池開放.7. 整體來說, 是一個不錯的小營區.8. 缺點, 洗澡水壓不穩定..",正向,5,1,2018/4/9,,391,1,1,正向
新培養的草皮 清幽的環境 適合三五好友包區聚會,正向,4,1,2018/5/7,,392,1,1,正向
"普通。冬天用電暖爐會跳電，就算低功率也會霸王級寒流來，B1區只有一帳,開2台380瓦就跳，老板說要用煤油暖爐，所以冬天沒有煤油暖爐不建議來",中立,3,1,2022/12/22,,393,0,1,中立
營地值得再次光臨！路況佳，改裝車都可以上來6頓貨車也可上來喔！尤其是闆娘人超級客氣超級親民！一定要跟闆娘聊天，大家快來噢,正向,5,1,2023/8/8,,394,1,1,正向
